File Name	Gantry Angle	Collimator Angle	Table Angle	Field Coordinates	Ball Coordinates
GTCcc10-000.dcm	0.006635080357	359.99446346787	359.953125	(640.0556240423373, 637.2068040809941)	(638.7867223830582, 639.2355300086805)
GTCcc10-001.dcm	0.006635080357	71.9997914779804	359.953125	(639.8124883546433, 637.3892184438558)	(638.7871892273162, 639.2317068915542)
GTCcc10-002.dcm	0.006635080357	144.000009526698	359.953125	(639.8846707903233, 637.8841384464857)	(638.7834338108701, 639.2715008486614)
GTCcc10-003.dcm	0.006635080357	216.000141550327	359.953125	(640.3567494027119, 637.8401821915999)	(638.7653284238122, 639.2560380209422)
GTCcc10-004.dcm	0.006635080357	287.999888593907	359.953125	(640.4315545724373, 637.3563062846089)	(638.8718643448833, 639.1254556055584)
GTCcc10-005.dcm	90.0049763082104	287.999897480797	359.953125	(639.9981022462563, 638.4546782791855)	(639.5071266349199, 639.444456140851)
GTCcc10-006.dcm	90.0049763082104	216.00781982275	359.953125	(639.9050580468178, 638.8492010446507)	(639.518387329572, 639.3398153766364)
GTCcc10-007.dcm	90.0049763082104	144.001102614092	359.953125	(639.4720467947408, 639.0241365443998)	(639.5509609393939, 639.4474747132688)
GTCcc10-008.dcm	90.0049763082104	71.996823256928	359.953125	(639.2717739620361, 638.4139955043246)	(639.5241974487534, 639.4651773359179)
GTCcc10-009.dcm	90.0049763082104	359.997618313599	359.953125	(639.6739529016317, 638.3066020523776)	(639.4762392896922, 639.500874589624)
GTCcc10-010.dcm	180.007630111376	359.997618313599	359.953125	(639.4921354332739, 638.6463402019219)	(640.5137867435237, 638.8694794755878)
GTCcc10-011.dcm	180.009952624624	71.9999070075423	359.953125	(639.2001080697108, 638.8502686922099)	(640.4867859969539, 638.8915572976945)
GTCcc10-012.dcm	180.009952624624	144.000142830039	359.953125	(639.3411575442823, 639.4490521453174)	(640.4885637859718, 638.876306958779)
GTCcc10-013.dcm	180.009952624624	216.000052681433	359.953125	(639.7652072144695, 639.448885079283)	(640.4918342185258, 638.925765840068)
GTCcc10-014.dcm	180.009952624624	287.999773064346	359.953125	(639.8907858370336, 638.9988086266018)	(640.4986086075285, 638.9286739016482)
GTCcc10-015.dcm	269.995023675384	287.999764177456	359.953125	(640.5048649550724, 638.1992998569322)	(639.6560926889824, 638.9004769149872)
GTCcc10-016.dcm	269.995023675384	215.995635897412	359.953125	(640.2068020933701, 638.6764711580364)	(639.6641752325199, 638.8098927450726)
GTCcc10-017.dcm	269.995023675384	143.997565632119	359.953125	(639.8889517936692, 638.6202441997704)	(639.6255332275313, 638.875058089297)
GTCcc10-018.dcm	269.995023675384	72.0061456038858	359.953125	(639.7422700792332, 638.2045744742563)	(639.6739861957838, 638.9066808343471)
GTCcc10-019.dcm	269.995023675384	0.0079537659463	359.953125	(639.9746668158087, 637.962531247825)	(639.5963583363372, 638.9063395442549)
GTCcc10-020.dcm	179.99004735897	0.0079537659463	359.953125	(639.6017435152183, 638.633622645983)	(640.6011485993813, 638.8802399310451)
GTCcc10-021.dcm	179.99004735897	71.9998981206529	359.953125	(639.3211120474734, 638.9436986018575)	(640.5636329239514, 638.943209959661)
GTCcc10-022.dcm	179.99004735897	144.000133943149	359.953125	(639.4127013937949, 639.4261337543028)	(640.6411721589395, 638.8799148297155)
GTCcc10-023.dcm	179.99004735897	216.000043794544	359.953125	(639.8461342411777, 639.4124620621205)	(640.5993558347265, 638.9344315731262)
GTCcc10-024.dcm	179.99004735897	287.999799725014	359.953125	(639.9933679158655, 638.9006809478172)	(640.6108530030277, 638.8528818012745)
GTCcc10-025.dcm	180.003317536064	287.999773064346	89.998046875	(639.9589870226515, 638.8624228139041)	(639.5936320545035, 640.1627343678788)
GTCcc10-026.dcm	180.003317536064	287.999773064346	45	(639.9628800588632, 638.9817779527637)	(640.396056472275, 639.9818774014167)
GTCcc10-027.dcm	180.003317536064	287.999773064346	315	(639.9284422620367, 639.007259800036)	(639.6572948221021, 638.2978815384233)
GTCcc10-028.dcm	180.003317536064	287.999773064346	270.005859375	(639.9523779979, 638.9885492908428)	(639.1249328794703, 637.0461331775085)
