File Name	Gantry Angle	Collimator Angle	Table Angle	Field Coordinates	Ball Coordinates
GTCcc10-000.dcm	0.006635080357	359.99446346787	359.953125	(640.0584027588172, 637.1993436376953)	(638.7936749261817, 639.2373956408684)
GTCcc10-001.dcm	0.006635080357	71.9997914779804	359.953125	(639.812221146395, 637.39592141967)	(638.7958913070245, 639.2276027882009)
GTCcc10-002.dcm	0.006635080357	144.000009526698	359.953125	(639.9027053426464, 637.8970344495931)	(638.7913805669745, 639.266124611558)
GTCcc10-003.dcm	0.006635080357	216.000141550327	359.953125	(640.3879609466557, 637.8392144924342)	(638.7722987550793, 639.2482199374207)
GTCcc10-004.dcm	0.006635080357	287.999888593907	359.953125	(640.4528872125434, 637.3340084211247)	(638.8668147216073, 639.1274344944095)
GTCcc10-005.dcm	90.0049763082104	287.999897480797	359.953125	(640.0204768481187, 638.4293062479427)	(639.5091934751991, 639.4366741447346)
GTCcc10-006.dcm	90.0049763082104	216.00781982275	359.953125	(639.9419922344799, 638.8516063131741)	(639.5138180659427, 639.3378345813215)
GTCcc10-007.dcm	90.0049763082104	144.001102614092	359.953125	(639.4862406851438, 639.036345798186)	(639.5476433766781, 639.4381597836116)
GTCcc10-008.dcm	90.0049763082104	71.996823256928	359.953125	(639.2644147980523, 638.4187992606845)	(639.526520196616, 639.4547341927329)
GTCcc10-009.dcm	90.0049763082104	359.997618313599	359.953125	(639.662957033948, 638.2839705743439)	(639.4872751622111, 639.4955303928631)
GTCcc10-010.dcm	180.007630111376	359.997618313599	359.953125	(639.4784255545737, 638.6449312355253)	(640.5122489617977, 638.875313645769)
GTCcc10-011.dcm	180.009952624624	71.9999070075423	359.953125	(639.1994180348787, 638.8730472829418)	(640.4795277388524, 638.884044123407)
GTCcc10-012.dcm	180.009952624624	144.000142830039	359.953125	(639.3489459828278, 639.4603421229206)	(640.4997774233339, 638.8778141825093)
GTCcc10-013.dcm	180.009952624624	216.000052681433	359.953125	(639.7982881003361, 639.4333926202729)	(640.5046581416323, 638.9274554968238)
GTCcc10-014.dcm	180.009952624624	287.999773064346	359.953125	(639.9110014015382, 638.981954068853)	(640.5095136112479, 638.9232664309618)
GTCcc10-015.dcm	269.995023675384	287.999764177456	359.953125	(640.530824410037, 638.1783145839216)	(639.6546675357946, 638.908360034467)
GTCcc10-016.dcm	269.995023675384	215.995635897412	359.953125	(640.2496081252394, 638.6708969988164)	(639.6776786953816, 638.8204175493364)
GTCcc10-017.dcm	269.995023675384	143.997565632119	359.953125	(639.9023545206478, 638.632918031639)	(639.6396212240682, 638.8842929770132)
GTCcc10-018.dcm	269.995023675384	72.0061456038858	359.953125	(639.7426473819684, 638.2074776356649)	(639.6777706109366, 638.903712662788)
GTCcc10-019.dcm	269.995023675384	0.0079537659463	359.953125	(639.9730463393208, 637.9491589857893)	(639.6134520785433, 638.9179571232662)
GTCcc10-020.dcm	179.99004735897	0.0079537659463	359.953125	(639.5924409423294, 638.6361282303316)	(640.6093064982488, 638.8924996132029)
GTCcc10-021.dcm	179.99004735897	71.9998981206529	359.953125	(639.3220400385834, 638.9537073349975)	(640.5826723812328, 638.9438622394072)
GTCcc10-022.dcm	179.99004735897	144.000133943149	359.953125	(639.428814718079, 639.448243822499)	(640.653446693831, 638.8866722522513)
GTCcc10-023.dcm	179.99004735897	216.000043794544	359.953125	(639.8975175006668, 639.4005147708347)	(640.6193914644304, 638.9256112536809)
GTCcc10-024.dcm	179.99004735897	287.999799725014	359.953125	(640.0132766545053, 638.8841447117939)	(640.6246719994348, 638.861743352372)
GTCcc10-025.dcm	180.003317536064	287.999773064346	89.998046875	(639.9767184133269, 638.8557970734829)	(639.5912315075426, 640.1431475759616)
GTCcc10-026.dcm	180.003317536064	287.999773064346	45	(639.9815289887301, 638.9570364394564)	(640.3832899457499, 639.9770724077904)
GTCcc10-027.dcm	180.003317536064	287.999773064346	315	(639.9390538378332, 638.992228307136)	(639.6653958928081, 638.29784583356)
GTCcc10-028.dcm	180.003317536064	287.999773064346	270.005859375	(639.955466241534, 638.9734136712724)	(639.1122631786986, 637.043752341684)
