File Name	Gantry Angle	Collimator Angle	Table Angle	Field Coordinates	Ball Coordinates
GTCcc10-000.dcm	0.006635080357	359.99446346787	359.953125	(640.3658798301715, 637.0717408431345)	(638.889521181149, 639.2365320497087)
GTCcc10-001.dcm	0.006635080357	71.9997914779804	359.953125	(640.103094749947, 637.174996705425)	(638.87895661815, 639.222191980589)
GTCcc10-002.dcm	0.006635080357	144.000009526698	359.953125	(638.4640048023123, 635.8313078583802)	(638.8741026560295, 639.1842056088717)
GTCcc10-003.dcm	0.006635080357	216.000141550327	359.953125	(640.4204668849867, 637.8623713465175)	(638.8854368483832, 639.1435324642238)
GTCcc10-004.dcm	0.006635080357	287.999888593907	359.953125	(640.266166706932, 637.7300530314322)	(638.849734218215, 639.1373207452809)
GTCcc10-005.dcm	90.0049763082104	287.999897480797	359.953125	(639.5861606565179, 638.7443955321983)	(639.5513271527802, 639.3619418550848)
GTCcc10-006.dcm	90.0049763082104	216.00781982275	359.953125	(639.8168481713287, 638.8802472197468)	(639.5351097826549, 639.3098592456636)
GTCcc10-007.dcm	90.0049763082104	144.001102614092	359.953125	(639.017986716017, 638.2111127747162)	(639.6049262185525, 639.8199343827547)
GTCcc10-008.dcm	90.0049763082104	71.996823256928	359.953125	(639.5995585955566, 638.1389795860656)	(639.5687473576701, 639.7885825620585)
GTCcc10-009.dcm	90.0049763082104	359.997618313599	359.953125	(639.8859848459763, 638.2992300314637)	(639.480788090947, 639.9928139488927)
GTCcc10-010.dcm	180.007630111376	359.997618313599	359.953125	(639.8596963394172, 638.6699394078169)	(640.5127110235596, 638.8785239081907)
GTCcc10-011.dcm	180.009952624624	71.9999070075423	359.953125	(639.6020081479022, 637.8302859720808)	(640.5736141262894, 638.9079089700953)
GTCcc10-012.dcm	180.009952624624	144.000142830039	359.953125	(639.0593853668536, 638.926919691262)	(640.5874589339571, 638.915462191549)
GTCcc10-013.dcm	180.009952624624	216.000052681433	359.953125	(639.4407143890035, 639.4326504118484)	(640.521737751303, 638.9610259526773)
GTCcc10-014.dcm	180.009952624624	287.999773064346	359.953125	(639.5647336171247, 639.2903312343417)	(640.5241349336677, 638.9410663067418)
GTCcc10-015.dcm	269.995023675384	287.999764177456	359.953125	(640.2733215182923, 638.5735204297688)	(639.7759589936348, 638.8587103259487)
GTCcc10-016.dcm	269.995023675384	215.995635897412	359.953125	(640.2739492694631, 638.6815900848544)	(639.7553072512441, 638.8170245209424)
GTCcc10-017.dcm	269.995023675384	143.997565632119	359.953125	(638.401427977296, 636.8101219928004)	(639.6947901105884, 638.9189351768391)
GTCcc10-018.dcm	269.995023675384	72.0061456038858	359.953125	(640.1593885264668, 638.1155611860784)	(639.7170225524823, 638.903692384928)
GTCcc10-019.dcm	269.995023675384	0.0079537659463	359.953125	(640.2417781689961, 637.8888511557548)	(639.7146499368001, 639.0050945382275)
GTCcc10-020.dcm	179.99004735897	0.0079537659463	359.953125	(639.9508527287463, 638.7505589244523)	(640.6888177432897, 638.9287739146836)
GTCcc10-021.dcm	179.99004735897	71.9998981206529	359.953125	(639.4769270844693, 638.5969378060194)	(640.674064609968, 638.987707905902)
GTCcc10-022.dcm	179.99004735897	144.000133943149	359.953125	(639.2149597465962, 638.9002696821667)	(640.7414915346375, 638.8941920614893)
GTCcc10-023.dcm	179.99004735897	216.000043794544	359.953125	(639.4818797519201, 639.3790496556913)	(640.7099564395046, 638.9572471026363)
GTCcc10-024.dcm	179.99004735897	287.999799725014	359.953125	(639.579448105419, 639.2890082690044)	(640.7059674048478, 638.9266458848842)
GTCcc10-025.dcm	180.003317536064	287.999773064346	89.998046875	(639.5734933490472, 639.1598049209788)	(639.5335253954308, 640.2803728259929)
GTCcc10-026.dcm	180.003317536064	287.999773064346	45	(639.4563830270606, 639.2384984009932)	(640.3522524833962, 639.9921554393563)
GTCcc10-027.dcm	180.003317536064	287.999773064346	315	(639.5366399446345, 639.35584072031)	(639.7573318155146, 638.2924356227377)
GTCcc10-028.dcm	180.003317536064	287.999773064346	270.005859375	(639.5965263187301, 639.4802624793199)	(639.184945901031, 636.9801543479092)
